0.0123;10.589
0.0124;10.6045
0.0125;10.7279
0.0126;10.8121
0.0127;10.9902
0.0128;10.99
0.0129;11.1381
0.013;11.2138
0.0131;11.2794
0.0132;11.1727
0.0133;11.1145
0.0134;11.0812
0.0135;11.3541
0.0136;11.3476
0.0137;11.3509
0.0138;11.337
0.0139;11.46
0.014;11.2535
0.0141;11.2768
0.0142;11.1502
0.0143;11.2506
0.0144;11.1205
0.0145;11.5311
0.0146;11.5187
0.0147;11.7226
0.0148;11.7939
0.0149;11.8952
0.015;11.878
0.0151;12.0471
0.0152;11.7948
0.0153;12.0651
0.0154;12.016
0.0155;12.0067
0.0156;12.01
0.0157;11.8515
0.0158;12.1027
0.0159;12.0993
0.016;12.0021
0.0161;12.2193
0.0162;12.248
0.0163;12.2647
0.0164;12.3022
0.0165;12.3741
0.0166;12.2247
0.0167;12.4616
0.0168;12.2757
0.0169;12.6478
0.017;12.3265
0.0171;12.6274
0.0172;12.5636
0.0173;12.6865
0.0174;12.8789
0.0175;12.9309
0.0176;12.7725
0.0177;13.0022
0.0178;12.9741
0.0179;12.7058
0.018;12.9409
0.0181;12.888
0.0182;12.9995
0.0183;13.0496
0.0184;13.3445
0.0185;13.4417
0.0186;13.8939
0.0187;13.598
0.0188;13.6433
0.0189;13.4774
0.019;13.5196
0.0191;13.5843
0.0192;13.8707
0.0193;13.618
0.0194;13.6231
0.0195;14.0491
0.0196;14.0698
0.0197;14.083
0.0198;14.0617
0.0199;14.0675
0.02;14.1693
0.0201;14.2997
0.0202;14.6239
0.0203;14.6102
0.0204;14.6893
0.0205;14.0231
0.0206;14.3717
0.0207;14.378
0.0208;14.5851
0.0209;14.5629
0.021;14.6045
0.0211;14.7721
0.0212;15.0642
0.0213;14.9904
0.0214;15.1604
0.0215;15.0116
0.0216;14.801
0.0217;14.9425
0.0218;15.336
0.0219;15.5216
0.022;15.4191
0.0221;15.2741
0.0222;15.2667
0.0223;15.3863
0.0224;15.2247
0.0225;15.8015
0.0226;16.1615
0.0227;15.8438
0.0228;15.8578
0.0229;15.6579
0.023;15.6657
0.0231;15.5619
0.0232;15.668
0.0233;15.5665
0.0234;15.8287
0.0235;16.0982
0.0236;15.892
0.0237;16.4044
0.0238;16.2275
0.0239;16.4329
0.024;16.3045
0.0241;16.5979
0.0242;17.0287
0.0243;17.2425
0.0244;17.3071
0.0245;17.5096
0.0246;18.0565
0.0247;17.1384
0.0248;17.4181
0.0249;17.4083
0.025;17.4831
0.0251;17.7422
0.0252;17.5615
0.0253;17.6552
0.0254;17.5753
0.0255;17.7
0.0256;17.6584
0.0257;18.154
0.0258;18.4089
0.0259;18.5558
0.026;18.9392
0.0261;18.8013
0.0262;18.0575
0.0263;18.2679
0.0264;18.8227
0.0265;18.9708
0.0266;19.2089
0.0267;19.1029
0.0268;18.7589
0.0269;19.507
0.027;19.5658
0.0271;19.546
0.0272;19.464
0.0273;19.8519
0.0274;19.7243
0.0275;20.025
0.0276;20.6876
0.0277;20.3675
0.0278;20.1283
0.0279;20.2248
0.028;20.4335
0.0281;20.3479
0.0282;20.03
0.0283;20.4585
0.0284;20.7807
0.0285;20.8751
0.0286;21.0178
0.0287;20.9437
0.0288;21.9213
0.0289;21.4791
0.029;21.5178
0.0291;21.2875
0.0292;22.1781
0.0293;21.6992
0.0294;22.2057
0.0295;22.9689
0.0296;23.0704
0.0297;22.077
0.0298;22.2346
0.0299;22.0839
0.03;22.5314
0.0301;23.1566
0.0302;24.1157
0.0303;23.5175
0.0304;22.7918
0.0305;23.1225
0.0306;23.1314
0.0307;23.663
0.0308;24.2759
0.0309;24.1231
0.031;24.1183
0.0311;23.6551
0.0312;24.2699
0.0313;25.8152
0.0314;25.4776
0.0315;24.3157
0.0316;24.5965
0.0317;25.3404
0.0318;24.9604
0.0319;24.7911
0.032;24.916
0.0321;26.9743
0.0322;27.1852
0.0323;27.5096
0.0324;28.4316
0.0325;28.0065
0.0326;27.3104
0.0327;27.8785
0.0328;28.11
0.0329;28.369
0.033;28.3442
0.0331;30.2772
0.0332;30.3966
0.0333;30.9849
0.0334;29.641
0.0335;30.2174
0.0336;29.3684
0.0337;30.4036
0.0338;29.0371
0.0339;28.4398
0.034;30.2552
0.0341;31.1276
0.0342;28.8013
0.0343;29.3723
0.0344;31.1042
0.0345;32.436
0.0346;31.4311
0.0347;32.0225
0.0348;32.4327
0.0349;30.924
0.035;31.1366
0.0351;33.6445
0.0352;32.602
0.0353;34.4909
0.0354;32.8427
0.0355;35.2286
0.0356;32.4211
0.0357;33.2946
0.0358;36.119
0.0359;34.1674
0.036;32.3181
0.0361;38.6934
0.0362;36.8198
0.0363;37.3681
0.0364;39.1002
0.0365;40.595
0.0366;38.8974
0.0367;37.7782
0.0368;41.316
0.0369;41.7854
0.037;40.8373
0.0371;39.8515
0.0372;44.1893
0.0373;44.0178
0.0374;43.0591
0.0375;41.0489
0.0376;45.4648
0.0377;45.388
0.0378;45.7044
0.0379;46.0546
0.038;43.4008
0.0381;43.0208
0.0382;44.6306
0.0383;44.7737
0.0384;51.6672
0.0385;51.9679
0.0386;49.7838
0.0387;51.8335
0.0388;48.2229
0.0389;52.7239
0.039;58.8386
0.0391;53.1889
0.0392;58.4666
0.0393;58.4444
0.0394;54.1366
0.0395;58.1287
0.0396;58.8696
0.0397;57.3294
0.0398;62.4847
0.0399;64.2825
0.04;67.8168
0.0401;70.1717
0.0402;73.9789
0.0403;70.046
0.0404;74.1257
0.0405;80.1646
0.0406;84.3571
0.0407;82.1403
0.0408;83.7189
0.0409;79.5276
0.041;82.443
0.0411;88.3696
0.0412;69.7261
0.0413;76.4099
0.0414;102.235
0.0415;83.8726
0.0416;90.9219
0.0417;126.098
0.0418;127.076
